,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
2529,221 Reiner Rd | House For Sale,C5095513,for sale,Residential House,,20210127,,,"1,699,000",4,5,7,2000-2500,N,,,,"Great Size Bungalow, Good Size Lot. Main Floor Spacious With 4 Good Size Bedrooms, Drop Ceiling In Living With Led Light Changing Color. New Renovated Wshm. Separate Entrance Leads To Basement With Few Bds And 3 Washrooms, Good Rental Investment Property, Great Income Potential. Large Catina. The Double Car Garage And Wide Driveway For 10 Parking Spots. Don't Miss This Great Opportunity! Convenient To Allen Rd, 401, Yorkdale &amp; Subway, Walking Distance To Bus. Include All Appliances, All Existing Window Coverings, All Existing Electrical Fixtures. Sun Room Has Been Added To Back Of House. No Retrofit Status On Basement. All Measurements And Taxes Verified By Buyer.""",https://www.realmaster.com/en/toronto-on/221-reiner-rd/clanton-park-TRBC5095513?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"221 Reiner Rd, Toronto, Ontario, M3H2M2"
2530,52 Monclova Rd | House For Sale,W5053455,for sale,Residential House,,20201130,,,"1,149,000",3,4,1,2000-2500,E,,,,"You're Search Ends Here. Stunning Semi-Detached, Open Concept W/Hardwood &amp; Ceramic Floor Throughout, Spacious Gourmet Kitchen W/Breakfast Bar W/O To Deck.  Retreat To Your Master Bedroom W/Modern En-Suite, Walk-In Closet. Two More Spacious Bedrooms, Laundry On 3rd Flr. This Property Boasts Beauty And Elegance Throughout. Main Level Features A Luxurious Bar &amp; Walkout To Deck. Garage Access Thru Main Level. Only 8 Years Old. Built-In Bar, All Existing Light Fixtures, All Existing California Shutters, All S/S Appliances, Washer, Dryer. Gazebo, 2 Wooden  Decks. Ceramic Floor In The Garage, Upgraded Trim, Oak Staircase 9 Foot Ceilings 2nd &amp; 3rd Flr.""",https://www.realmaster.com/en/toronto-on/52-monclova-rd/downsview-roding-cfb-TRBW5053455?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"52 Monclova Rd, Toronto, Ontario, M3M0A6"
2531,88 Blue Jays Way Parking | Apartment For Sale,C5099400,for sale,Residential Apartment,33,20210131,,,"92,000",0,0,0,600-699,E,Owned12,None,79.28,"One Parking Spot For Sale. Buyer Must Be Registered Owner Of Tscc 2603 """,https://www.realmaster.com/en/toronto-on/88-blue-jays-way/parking-waterfront-communities-c1-TRBC5099400?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"Parking 88 Blue Jays Way, Toronto, Ontario, M5V2G3"
2532,50 Memory Ln | House For Sale,E5106406,for sale,Residential House,,20210205,,,"4,190,000",4,4,0,,S,,,,"Great Opportunities In Amazing Location With Income From Store On The Front And Beautiful Custom Built Luxury Home On The Rear! *$3,500 Monthly Rental Income From Storefront *Large Master Bedroom Ensuite With Jacuzzi *9' Ceiling Main Floor *Hardwood Flooring Throughout *Granite Kitchen Counter With Large Centre Island *Minutes To Beach And Steps From Loblaws Supermarket &amp; Freshco. All Existing Lighting Fixtures, Stove, Hood, Fridge, Dishwasher And Washer""",https://www.realmaster.com/en/toronto-on/50-memory-ln/greenwood-coxwell-TRBE5106406?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"50 Memory Ln, Toronto, Ontario, M4L 6S7"
2533,68 Abell St 219 | Townhouse For Sale,C5101248,for sale,Residential Townhouse,2,20210202,,,"599,000",2,1,0,600-699,Sw,Owned198,Owned,538.6,"Sun-Filled Spacious Private 2 Br Home In Trendy Queen West Triangle. One-Of The Best-Shaped Layout. Gleaming Laminate Floors Throughout. Customized Lighting With Pot Lights And Dimmers. Luxurious Finishes And Decor! Lrg Master Br Closets. Incredible Walkability. Proximity To Metro, Gardiner, Ttc, The Ex, The Drake Hotel, Top Restaurants &amp; Nightlife! S/S Fridge, S/S Stove / Rangehood, S/S Microwave, S/S Dishwasher, Stackable Washer/Dryer, All Electrical Light Fixtures, All Window Coverings, 1 Parking Spot, 1 Locker""",https://www.realmaster.com/en/toronto-on/68-abell-st/219-little-portugal-TRBC5101248?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"219 68 Abell St, Toronto, Ontario, M6J0B1"
2534,825 Church St 508 | Apartment For Sale,C4974639,for sale,Residential Apartment,4,20201101,,,"720,900",1,1,0,700-799,S,Owned,Owned,475,"Excellent Location, Steps To Shopping,Parks,Public Transit &amp; Yorkville, Approximately 704 Sq Ft, Lucca Model, New Unit, Immediate Possession Available, Stainless Steel Appliances,With Eat In Kitchen, Breakfast Bar,Den Area, Open Balcony,Bright,Open Concept, 1- 4Pce Washrooms.Great Amenities Including Visitor Parking, **Option For 1 Additional Parking Space-$10,000.00-Vacant Property, Show With Lkbx Stainless Steel Fridge, Stove, B/I Dishwasher,B/I Microwave, Stackable Washer/Dryer""",https://www.realmaster.com/en/toronto-on/825-church-st/508-rosedale-moore-park-TRBC4974639?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"508 825 Church St, Toronto, Ontario, M4W3Z4"
2535, | Detached For Sale,,for sale,Residential Detached,,20210206,,,"3,990,000",4,7,1,3500-5000,E,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37695?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,
2536, | Detached For Sale,,for sale,Residential Detached,,20210206,,,"2,799,000",4,5,1,,S,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37690?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,
2537, | Detached For Sale,,for sale,Residential Detached,,20210206,,,"3,729,000",4,6,2,,N,,,,,https://www.realmaster.com/en/toronto-on/address/RM1-37693?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,
2538,520 Richmond St W | Condo Apt For Sale,,for sale,Residential Condo Apt,,20200109,,,"1,110,000",0,0,0,,,,,,"樓花転讓 让你85折買到多倫多市中心楼花.  Rush condo - 地址是 520 Richmond St West, TORONTO.   中高层，939尺，市中心. 靠近所有交通工具，不需要開車.三个睡房两个洗手间。还有两个阳台。  在230尺外，123 Portland St , 123 Portland condo 也是一个十几层的精品建筑. 那边還有一个同樣同樣大小，還有樓層。正左卖$1299900. 我這個單位只需要$1,110,000. 让你马上节省$190,000.  2021 年中入住.  **買家需要$18萬的訂金*  公寓对面还有最受到关注 Diamond Schmitt Architects 設計的waterworks ,  35000尺的高级美食广场，公園，還有名星建筑师Shim Sutcliffe 设计的精品酒店. Ace hotel TORONTO.   請聯絡本人為您詳細介紹...""",https://www.realmaster.com/en/toronto-on/520-richmond-st-w/RM1-24401?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"520 Richmond St W, Toronto, Ontario, M5V1Y4"
2539,188 Fairview Mall Drive | Condo Apt For Sale,,for sale,Residential Condo Apt,,20210206,,,"490,000",1,1,0,0-499,,,,,"原价转让，北约克Don mills /Sheppard 1室 1卫 1车位 condo，近地铁，fairview mall。2021年下半年入住。户型方正，宽敞明亮。 买家 only 经纪勿扰""",https://www.realmaster.com/en/toronto-on/188-fairview-mall-drive/RM1-37689?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"188 Fairview Mall Drive, Toronto, Ontario, M2J 2Z3"
2540,3390 Weston Rd 2310 | Apartment For Sale,W5087123,for sale,Residential Apartment,23,20210118,,,"389,913",2,1,0,800-899,N,Exclusive203,None,712,"Beautifully Renovated 2 Bedrooms Bright And Clean,North Facing Condo. 870 Sqft. Featuring A Spacious Open Concept Living And Dining Room, Kitchen With Bar Walk-Out To Balcony From Dining Room, Spacious Bedrooms, Move-In Ready! Situated In A Very Demanding Area. Well Maintained And Clean Building. Ttc At Door Steps, Easy Access To Hwy 400, 401, Schools, Park, Shopping Mall. Close To York University, Perfect For First Time Buyers,Investors Or Downsizers!! S/S Fridge, Stove, Washer,  New Dishwasher, All Electrical Light Fixtures, All Window Coverings, Lot Visitors Parking ! Flexible Closing!!!""",https://www.realmaster.com/en/toronto-on/3390-weston-rd/2310-humbermede-TRBW5087123?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"2310 3390 Weston Rd, Toronto, Ontario, M9M2X3"
2541,55 Merchants' Wharf Ave 325 | Apartment For Sale,C4980061,for sale,Residential Apartment,3,20201105,,,"869,000",1,1,1,800-899,Sw,Owned55,Owned,633.72,"A Must See!!! Introducing Aqualina By Tridel, Fully Upgraded Newer Luxury Living On Toronto's Waterfront,An Extra Large 1 + Den In The Building + Balcony. Flexible Floor Plan Allows The Den To Be Utilized As A Second Bedroom. The Most Practical Floorplan In The Building. The South West Exposure Offers A Breathtaking Views Of Park, City And Lake Ontario. Award Winning Development. Integrated Fridge, B/I Oven, Electric Cook-Top, Exhaust Fan &amp; Microwave, Washer &amp; Dryer, Electric Light Fixtures, 1 Parking Is Included ** See The Virtual Tour ** Fully Upgraded,  Large Den W/ Door,Closet W/Direct Access To Washroom""",https://www.realmaster.com/en/toronto-on/55-merchants-wharf-ave/325-waterfront-communities-c8-TRBC4980061?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"325 55 Merchants' Wharf Ave, Toronto, Ontario, M5A0P2"
2542,67 Cinrickbar Dr | House For Sale,W5099934,for sale,Residential House,,20210201,,,"1,050,000",3,4,0,2000-2500,S,,,,"High Demand Location W/ A Private Fully Fenced Backyard!* Renovated Kitchen W/ S/S Appliances &amp; Glass Backsplash.*Large Brkfst Room W/ Access To The Yard.*Main Flr Mud/Laundry Rm W/ Access To Garage.*Master W/ 4 Pc Bath &amp; 2 Closets.* Large Bsmt Open Concept Rec Rm W/ A Kitchen, 3 Pc Bath &amp; Separate Laundry Rm.* 2nd Floor Family Room Can Easily Be Converted To A 4th Bedroom.* 2 Fridges, 2 Stoves, D/Washer, 2 Washers, Dryer, All Elfs, California Shutters, Garage Door Opener, Cac. Easy Access To Highways 427, 407, 409, 401. Steps To Hospital, Parks, Sports Fields. Great Layout With A Spacious Family Room Upstairs!""",https://www.realmaster.com/en/toronto-on/67-cinrickbar-dr/west-humber-clairville-TRBW5099934?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"67 Cinrickbar Dr, Toronto, Ontario, M9W6X3"
2543,170 Avenue Rd 1504 | Apartment For Sale,C5106450,for sale,Residential Apartment,15,20210205,,,"975,000",2,2,0,800-899,Sw,Owned,None,590.17,"Live In Yorkville/Annex Luxurious Corner Suite - Incredible Views. Floor To Ceiling Wall To Wall Windows. Spacious Open Living And Dining Room, Modern Kitchen. Hardwood Floors, Ensuite Laundry, Integrated Appliances, Very Bright W/ Floor To Ceiling Windows. Superb Amenities Including Indoor Pool, Gym, Theatre, Yoga Studio, Outdoor Terrace, Combined With A Fabulous Location. Across From Ramsden Park, Short Walk To Subway, Whole Foods. Parking Incl Fridge, Stove, Dishwasher; B/I Panasonic Microwave, Washer &amp; Dryer. Parking Included""",https://www.realmaster.com/en/toronto-on/170-avenue-rd/1504-annex-TRBC5106450?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"1504 170 Avenue Rd, Toronto, Ontario, M5R0A4"
2544,40 Rosehill Ave 302 | Apartment For Sale,C5106598,for sale,Residential Apartment,3,20210205,,,"1,575,000",2,2,1,1400-1599,Se,Owned31,Owned,1841.31,"* Totally Renovated South East Corner Unit In Boutique Building At Yonge &amp; St. Clair * Wrap Around Balcony With Green Views * Gourmet Kitchen, Top Of The Line Appliances * Master With Spa Bath, Oversized Walk-In Closet &amp; Additional Built-In Storage * 2nd Bedroom Currently Used As A Den * First Class Amenities: Concierge, Party Rm, Indoor Pool, Gym, Visitors Parking * Steps To Shopping, Subway, Park And Ravine Trails * Newer Jennair S/S Kit Appl (Induction Cooktop, Fridge/Freezer, Wall Oven, Built-In Micro, Range Hood, Bosch D/W), Lg Washer &amp; Dryer, 2 Wall Mounted Tvs, Extensive Built-Ins, Instant Hot Water, Water Filtration In Kitchen &amp; Fridge.""",https://www.realmaster.com/en/toronto-on/40-rosehill-ave/302-rosedale-moore-park-TRBC5106598?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"302 40 Rosehill Ave, Toronto, Ontario, M4T 1G5"
2545,80 Vanauley St 419 | Apartment For Sale,C5054693,for sale,Residential Apartment,4,20201201,,,"799,800",2,2,0,700-799,W,Owned14,Owned,726.66,"New Stunning 781 Sqft Luxury By Tridel, High Ceiling, Wide Plank Laminate Floors, Large Windows With No Obstruction. W/O To Large Balcony. Located In Kensington Queen West Neighbourhood Of Toronto. W/Multiple Businesses Along Queen Street West, Residents Will Have Access To Everything From Shops, Art Galleries, Bars, Restaurants, Lounges. Ttc Transit Just Steps Away: Concierge, Gym, Party/Meeting Rm, Rooftop Deck/Garden, Sauna. 1 Parking &amp; Locker Inc. Brand New Built-In Appliances: S/S Fridge, Stove, Microwave Rangehood, Oven, And Dishwasher. Washer &amp; Dryer. Sq2 Built By Tridel. Amazing Luxury And Location! Currently Tenanted Till Feb 2021 (Willing To Stay, Currently Paying $2950/M)""",https://www.realmaster.com/en/toronto-on/80-vanauley-st/419-kensington-chinatown-TRBC5054693?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"419 80 Vanauley St, Toronto, Ontario, M5T2H9"
2546,10 Bloorview Pl 1506 | Apartment For Sale,C4992684,for sale,Residential Apartment,12,20201117,,,"748,800",2,2,0,900-999,Sw,Owned190,Owned,630.2,"Sun Filled * Highly Desired Split 2 Bedroom Floor Plan * Upgraded Custom White Kitchen Cabinetry With Matching Built-In &amp; Interior Lit Cabinets In The Dining Room. 2 Wshrms Have Upgraded Marble Tiled Walls And Flooring. Both Living Room And Primary Bdrm Have Walk-Outs To A Large Covered Balcony With Spetacular Unobstructed South (City) &amp; West Views And Sunrises (Ss) Fridge, Stove, B/In Dw, Exhaust Fan, Microwave.  Elf's, Window Blinds, Custom Closet Organizers,  Enjoy Use Of All 1st Class Amenities Offered By Aria: Indr Pool &amp; Hot Tub, Exercise Rm, Sensational Party Rm, Theatre, Golf Simulator""",https://www.realmaster.com/en/toronto-on/10-bloorview-pl/1506-don-valley-village-TRBC4992684?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"1506 10 Bloorview Pl, Toronto, Ontario, M2J0B1"
2547,10 Capreol Crt 949 | Apartment For Sale,C5106041,for sale,Residential Apartment,8,20210205,,,"899,000",2,2,1,900-999,Ne,Owned31,None,742.44,"Fantastic 2 + 1 Bedrooms, 2 Bathrooms &amp; 2 Balconies, Unit @ The Fabulous Parade Condos! Close To 1000 S/F, And Move-In Ready. Functional Layout W/Large Kitchen/Living Area. Built-In Pantry Wall And Tons Of Closet Space. Neutral Colours W/Corner Unit Offers Tons Of Natural Light. Walk To Ttc, Grocery Store, Restaurants And Cafes. Waterfront, Cn Tower, Rogers Centre, King West &amp; More. This Location Has It All!! Stove, Fridge, Built-In Microwave, Washer &amp; Dryer (Stacked), 1 Parking &amp; 1 Locker Incl. Three Floors Of Condo Amenities With Laundry Service, Wi-Fi Lounge, Billiards, Table Tennis, Theater, Spa, Pet Spa, Pool, Hot Tub, Yoga Class/Studio+Gym""",https://www.realmaster.com/en/toronto-on/10-capreol-crt/949-waterfront-communities-c1-TRBC5106041?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"949 10 Capreol Crt, Toronto, Ontario, M5V4B3"
2548,8 Eglinton Ave East Ave # 502 | Apartment For Sale,C5097479,for sale,Residential Apartment,5,20210128,,,"815,000",2,2,1,700-799,Sw,Owned,Owned,772.57,"When Viewing This Property On Realtor.Ca Please Click On The 'Multimedia' Link Below For More Property Info. Yonge/Eglinton. Direct Subway Access. Sun Filled, Very Convenient, Sw Corner 2 +1 Unit, 5th Flr, 734 Sq Ft, Balcony (257 Sq St), 2 Full Baths, 9' Ceil, Flr To Ceil Windows, V Bright &amp; V Quiet, Lots Of Amenities  Modern &amp; Open, Fridge, B/I Oven, Electric Cooktop, Exhaust, New Blinds, 1 Park &amp; 1 Lock """,https://www.realmaster.com/en/toronto-on/8-eglinton-ave-east-ave/-502-yonge-eglinton-TRBC5097479?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"# 502 8 Eglinton Ave East Ave, Toronto, Ontario, M4P1A6"
2549,99 Broadway Ave 1006 Nt | Apartment For Sale,C4969889,for sale,Residential Apartment,10,20201028,,,"469,000",1,1,0,500-599,S,None,None,270.48,"New Assignment In Citylights On Broadway North Tower. Architecturally Stunning, Professionally Designed Amenities, Craftsmanship &amp; Breathtaking Interior Designs - This Is Y&amp;E's Best Value! Walking Distance To Subway With Endless Restaurants &amp; Shops! The Broadway Club Offers Over 18,000Sf Of Indoor &amp; Over 10,000Sf Of Outdoor Amenities Including 2 Pools, Amphitheater, Party Room W/ Chef's Kitchen, Fitness Centre + More! 1 Bed, 1 Bath W/ Balcony. Locker Included Wide Plank Laminate Floors, B/I S/S Kitchen Appliances Inc Fridge, Wall Oven, Microwave, Range Hood, Cooktop, Stone Counter-Top, Quartz Window Sills, W/D, Over 28,000 Sqft / 3 Podium Levels Of One Of Kind Indoor &amp; Outdoor Amenities.""",https://www.realmaster.com/en/toronto-on/99-broadway-ave/1006-nt-mount-pleasant-west-TRBC4969889?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"1006 Nt 99 Broadway Ave, Toronto, Ontario, M4P1V2"
2550,5 San Romano Way 609 | Apartment For Sale,W5078876,for sale,Residential Apartment,6,20210108,,,"479,999",2,2,0,1000-1199,E,Exclusive106,None,575,"This Spacious &amp; Well-Designed Layout Includes A Massive Sunken Living Room, W/O To A Huge Balcony, A Great Move-In Condition, Closed To All Amenities: Supermarket, Freshco, Mall, Banks, York University, Hwy 400 And Subway Line In The Future. View It Today And Change Your Address Tomorrow. All Electric Light Fixture, All Window Coverings, Fridge, Stove, Washer And Dryer ( As Is ).""",https://www.realmaster.com/en/toronto-on/5-san-romano-way/609-black-creek-TRBW5078876?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"609 5 San Romano Way, Toronto, Ontario, M3N2Y4"
2551,4696 Kingston Rd Th03 | Townhouse For Sale,E5106113,for sale,Residential Townhouse,1,20210204,,,"800,990",2,2,1,1000-1199,Nw,None,Owned,613.48,"Beautiful 2-Storey Townhouse - 1029 Sq Ft. Modern Design - Designed By Cecconi Simone-Patio Is 143 Sq Ft. With Professional Landscaping Gas Nib For Bbq And Privacy Gate At Your Door. Minutes From Scarborough Uoft Campus 401. Area Amenities Great Walking Area - Ravine Setting. Amenities: 24-Hour Concierge, Lobby Lounge, Fireside Lounge, Parcel Storage Room, Wine Tasting Room, Workshop Room, Pet Spa, Workspace And Wi-Fi Lounge Outdoor Amenities: Kids Play Area, Outdoor Pet Area, Lounge Area, Bbq Area, Rooftop Ter""",https://www.realmaster.com/en/toronto-on/4696-kingston-rd/th03-west-hill-TRBE5106113?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"Th03 4696 Kingston Rd, Toronto, Ontario, M1E2R1"
2552,4696 Kingston Rd 407 | Apartment For Sale,E5106085,for sale,Residential Apartment,4,20210204,,,"605,990",2,2,0,700-799,E,Owned,Owned,439.99,"2 Bed, 738 Sqft. Great Value-Beautiful Condo Located Minutes From Scarborough Uoft And Transit, 401. 168 Suites 12 Stories, Perfect For End Users And Investors. Amenities: 24-Hour Concierge, Lobby Lounge, Fireside Lounge, Parcel Storage Room, Wine Tasting Room, Workshop Room, Pet Spa, Workspace And Wi-Fi Lounge. Outdoor Amenities: Kids Play Area, Outdoor Pet Area, Lounge Area, Bbq Area, Rooftop Ter""",https://www.realmaster.com/en/toronto-on/4696-kingston-rd/407-west-hill-TRBE5106085?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"407 4696 Kingston Rd, Toronto, Ontario, M1E2R1"
2553,36 Lisgar St 220 | Apartment For Sale,C5106187,for sale,Residential Apartment,2,20210205,,,"495,440",1,1,0,500-599,W,None,None,430.16,"Available For Sale In The Heart Of Queen Street Is This Stunning 1 Bdr 1Bath Condo With Skyline View . Convenient 24 Hour Concierge, Streetcar At Your Doorstep As Well As Restaurants, Nightlife, Bars, Boutique Shops. Move In Now! Parking Available For $35,000. Fridge, Stove, B/I Microwave, Dishwasher, Washer, Dryer""",https://www.realmaster.com/en/toronto-on/36-lisgar-st/220-little-portugal-TRBC5106187?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"220 36 Lisgar St, Toronto, Ontario, M6J3G2"
2554,89 Dunfield Ave 410 | Apartment For Sale,C5106185,for sale,Residential Apartment,4,20210204,,,"749,000",2,2,0,600-699,W,Owned,Owned,532.81,"Luxury Madison Condo 2 Beds+ 2 Baths With Parking, And Locker, Laminate Floor Through-Out With Large Terrace, Loblaws &amp; Lcbo Located At The Same Building, Step To Subway, Step To Library, Restaurants. Stainless Steel Fridge, Stove, Dish Washer, Microwave, Hood Fan. Washer And Dryer, 1 Parking And 1 Locker. Facilities: Indoor Pool, Gym, Outdoor Terrace, Indoor &amp; Outdoor Bar, Party, Games &amp; Media Room, 24 Hrs Concierge, Guest Suites.""",https://www.realmaster.com/en/toronto-on/89-dunfield-ave/410-mount-pleasant-west-TRBC5106185?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"410 89 Dunfield Ave, Toronto, Ontario, M4S0A4"
2555,50 George Butchard Dr 913 | Apartment For Sale,W5106123,for sale,Residential Apartment,9,20210205,,,"609,000",2,2,0,600-699,E,Owned,Owned,420,"East Facing 2 Bedrooms 2 Bathrooms At Luxurious Condo Phase 1 Saturday. Brand New! Assignment Sale! Bonus Package Of $5000 Included. Occupancy Expected Aug. 2021. Fantastic Amenities In The Area At Downsview Park New Development. Mattamy Homes At Its Best! 660 Sq Ft + Generous 70 Sq. Ft Balcony! 9th Floor! Fantastic Amenities In Building. Comes With Parking And Locker! All S/S Appliances! $5000 Bonus Package Included. Includes Parking And Locker!""",https://www.realmaster.com/en/toronto-on/50-george-butchard-dr/913-downsview-roding-cfb-TRBW5106123?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"913 50 George Butchard Dr, Toronto, Ontario, M3K2C5"
2556,101 Erskine Ave 305 | Apartment For Sale,C5100836,for sale,Residential Apartment,3,20210201,,,"799,990",2,2,0,700-799,S,Owned52,Owned,521.4,"Tridel Luxury Built! Bright With 2 Bedrooms And 2 Bathroom. 1 Car Parking And 1 Locker Included. Tridel's 101 Erskine Is Ideally Located In The Exciting Neighbourhood Of Midtown Toronto, Minutes From Yonge And Eglinton, Eglinton Subway, Boutique Shopping, And Superb Dining. 32 Storey Bldg. 6th Floor Roof Garden With Infinity Pool And Lounge Area. Amenities Include Gym, Party Room, Dining Room, Billiards, Yoga, Movie Theater, Guest Suites And Outdoor Bbq Area. 9 Ft. Ceiling; Granite Kitchen Counter And Ceramic Tile Back Splash. Stainless Steel Appliances (Fridge, Stove, B/I Dishwasher, B/I Microwave),Washer + Dryer, All Elfs. All Electric Light Fixtures &amp; Window Coverings. 1 Parking &amp; 1 Locker""",https://www.realmaster.com/en/toronto-on/101-erskine-ave/305-mount-pleasant-west-TRBC5100836?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"305 101 Erskine Ave, Toronto, Ontario, M4P1Y5"
2557,1 Glen Park Ave 203 | Apartment For Sale,C5106488,for sale,Residential Apartment,2,20210205,,,"895,000",2,2,0,1000-1199,N,Owned19,Owned,1166.9,"Bright And Well Maintained North Facing 2 Bedroom 2 Bath Unit. Floor Area Approx 1175 Sq. Ft. As Per Bldr's Floor Plan, Eat-In Kitchen, Large Usable Combined Living/Dining Room. Large Spa Wirlpool Corner Tub In M/Br, One (1) Large Parking Spot Close To Elevator And One (1) Storage Locker Included. ***Seller May Consider Take Back A 1st Mortgage*** Excluded But Negotiable, Existing Furniture, Paintings &amp; Dining Room Chandelier. Included: Fridge, Stove, Microwave, Dishwasher To Be Replaced Or Adjustment Made To The Price, Window Coverings, All Existing Light &amp; Fixtures Save Chandelier.""",https://www.realmaster.com/en/toronto-on/1-glen-park-ave/203-englemount-lawrence-TRBC5106488?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"203 1 Glen Park Ave, Toronto, Ontario, M6B4M5"
2558,3015 Sheppard Ave E 2005 | Apartment For Sale,E5096415,for sale,Residential Apartment,17,20210128,,,"776,000",3,2,1,1000-1199,W,Owned,None,629,"*** Wish Condos Assignment Sale! *** Luxury Tower Units @ 20F W/ Great West View! Spacious 3+1 Unit W/1,166 Sq Interior &amp; 90Sf Balcony! Hardwood Fl Throughout! Modern K. W/ Quartz Countertop &amp; Backsplash! Condos Is A Boutique Style Condo Overlooking Wishing Well Woods. Wonderful Location Provides Easy Access For Commuting. Mins To Hwy 401, 404 &amp; Sheppard Subway Line. Building Under Construction! Occupancy Set For May 2021. S.S. Appliances, One Parking Spot; Builder: Liberty Development Ltd. Maint: 0.54/Sqft Amenities: Exercise Room, Yoga Studio, Sports Lounge, Cards Room, Dog Wash, Party Room With Dining Room""",https://www.realmaster.com/en/toronto-on/3015-sheppard-ave-e/2005-tam-oshanter-sullivan-TRBE5096415?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=97,"2005 3015 Sheppard Ave E, Toronto, Ontario, M1T 3J9"
2559,49 East Liberty Street | Condo Apt For Sale,,for sale,Residential Condo Apt,27,20210219,,,"689,000",2,2,0,500-699,,,,,"Liberty village 两房公寓楼花转让， 近go train station ,  向北步行10分钟到 Trinity Bellwoods park （多伦多市中心最大公园） ,向南步行10分钟到安大略湖畔，旁边Metro 超市，  室内666 尺+ 43 尺阳台，27楼东北角朝向 。价钱包一个车位。 2021年5月交钥匙""",https://www.realmaster.com/en/toronto-on/49-east-liberty-street/RM1-38189?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"49 East Liberty Street, Toronto, Ontario, M6K 0A7"
2560,200 Lawrence Ave W | House For Sale,C5122138,for sale,Residential House,,20210220,,,"1,399,000",2,2,2,,N,,,,"Rare Opportunity!!! Detached Lawrence Park Bungalow! Walk To Subway, All Amenities &amp; Pusateri's!!! Across From Lawrence Park Collegiate. Top Rated School Zone, Minutes To Hwy 401, Hospital, Public Transit. Live Or Build! Great Opportunity To Build 4 Bedroom Dream Home! Huge Potential!!! Steel Stove And Fridge, Dish Washer, Washer And Dryer. All Elf's And Window Covering.""",https://www.realmaster.com/en/toronto-on/200-lawrence-ave-w/lawrence-park-north-TRBC5122138?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"200 Lawrence Ave W, Toronto, Ontario, M5M1A8"
2561,30 Evansville Rd | House For Sale,E5127004,for sale,Residential House,,20210224,,,"699,000",3,3,2,,W,,,,"Semi-Detached/Bungalow-Raised Sunfilled House Located In High-Demand Neighbourhood In Scarborough. Bsmt W/ Seperate Entrance. 3 Drive Park Spaces By Front Door. Upgraded Hwt, Furnance And Cac By 2016. Super Convenient Location!! Minutes To Ttc, Supermarket, Shopping Mall, Banks And Schools. Short Cut Street To Midland Behind House! Must See!  Extra High Income From Tenant. Fridge, Stove, Dishwasher, Washer/Dryer, All Window Coverings, Light Fixture.""",https://www.realmaster.com/en/toronto-on/30-evansville-rd/agincourt-north-TRBE5127004?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"30 Evansville Rd, Toronto, Ontario, M1V1L5"
