,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,18 Brookfield Rd | House For Sale,C5074734,for sale,Residential House,,20210104,,,"6,280,000",5,7,1,5000+,N,,,,"*Hoggs Hollow Hidden Jewel**Truly Elegant*56X295Ft Ravine Lot W/Lg Table Land*Spectacular/Luxurious 4558Sf(1st/2nd)+Apx 2400Sf Of Bsmt*Completely Redone W/World Class Materials&amp;Designer Deco*Impeccable Craftsmanship W/Superb Flr Plan*Exquisite Millwork/Built-In Shelves/Panelling/C-Speakers*H-Ceiling At All Lvls*Breathtaking Million Dollars Muskoka Cottage Setting Bkyd/Tranquil-Priv/Treed W/Heated Swimming Pool/Stone Deck/Built In Bbq*Allows All Season Parties *Paneled Refrigerator,Gas Stove,Paneled B/I Dishwasher,Range Hood,F/L Washer/Dryer,Gas Fireplaces,Cvac,B/I Outdr Bbq W/Stone Patio,Designer Quality Swimming Pool,Halogen Lits,Hardwood Floor,Panelled Lib-Shelves,Inclusions/Exclusions(Sch D)""",https://www.realmaster.com/en/toronto-on/18-brookfield-rd/bridle-path-sunnybrook-york-mills-TRBC5074734?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"18 Brookfield Rd, Toronto, Ontario, M2P1A9"
28,28 Linden St 2207 | Apartment For Sale,C5074238,for sale,Residential Apartment,22,20210104,,,"649,000",1,1,1,600-699,W,None,None,482.3,"Deluxe Tridel Condo In Prime Bloor/Sherbourne Area, 5 Minutes Walk To Subway, Station, Unobstructed West View. Cn Tower &amp; Lakeview Exceptional 10' Ceiling, Modern Open Concept Kitchen, Undermounted Sink &amp; Granite Countertop, Centre Island &amp; Panty, Magnificent Restored 1882 Jcm Club &amp; Yogurt Retreat, State Of The Art, Theatre Rm &amp; Billiard Rm, 24Hrs Concierge Services &amp; Insuite Security System. Existing : Fridge, Stove, B/I Dishwasher, Microwave W/Hood Fan, Stacked Washer &amp; Dryer, Elfs &amp; Vertical Blinds.""",https://www.realmaster.com/en/toronto-on/28-linden-st/2207-north-st-james-town-TRBC5074238?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"2207 28 Linden St, Toronto, Ontario, M4Y0A4"
29,251 Jarvis St 2504 | Apartment For Sale,C5098385,for sale,Residential Apartment,24,20210129,,,"519,900",1,1,0,0-499,S,None,Owned,392.07,"Excellent Location! Brand New Unit In The Heart Of Dt Toronto,500 M To Eaton Centre, Dundas Square . Just Steps From Ryerson University, Higher Floor ( 8 1/2 Ft Ceiling ) With South Exposure. Best Layout Unit . Just Steps From Ryerson University,Starbucks On The Ground Floor.Street Car Takes You To U Of T. Property Tax Has Not Assessed Yet. S.S Fridge,Stove, B/I Rangehood,Microwave Oven, B/I Dishwasher,Washer,Dryer.All Elf, Rolle Window Blinds""",https://www.realmaster.com/en/toronto-on/251-jarvis-st/2504-church-yonge-corridor-TRBC5098385?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"2504 251 Jarvis St, Toronto, Ontario, M5B 0C3"
30,1 The Esplanade Dr 3205 | Apartment For Sale,C5098479,for sale,Residential Apartment,32,20210130,,,"695,000",1,1,0,500-599,NE,Owned,Owned,533.79,"Stunning View! This Fully Furnished Condo Located In One Of The Most Iconic Buildings And Spots Of Downtown And Will Connect Directly To The Path Concourse! Right Across Union Station, Walk To St. Lawrence Market, Berczy Park &amp; Many Restaurants &amp; Shops! 9' Ceilings And A Spectacular View Of The City With The Wrap Around Floor To Ceiling Windows! More Than 20K Spent On Upgrades, A Very Functional Layout With No Space Wasted W/Beautiful Open Concept. (1 Parking And Locker Included ) All The Furniture's, Kitchen W/Breakfast Bar, Quartz Ctrs And S/S Bosh Appl. Big Bdrm W/Double Closet, Blinds, Light Fxts, Eng. Flrs,Outdoor Pool, 24 Hr Concierge, Private Cinema, Party Rm.""",https://www.realmaster.com/en/toronto-on/1-the-esplanade-dr/3205-waterfront-communities-c8-TRBC5098479?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"3205 1 The Esplanade Dr, Toronto, Ontario, M5E 0A8"
31,388 Yonge St 6701 | Apartment For Sale,C4992758,for sale,Residential Apartment,9,20201118,,,"935,000",2,2,0,700-799,NE,Owned,Owned,639.2,"Aura Condominiums One Of Canada's Tallest Tower. Breathtaking View Of Toronto Skyline, Upgraded 2 Bdrms, 2 Baths, 9' Ft. Ceilings, Hrwd Flrs Throughout, Open Concept Kit W/Centre Ise, Floor To Ceiling Windows, One Underground Parking &amp; (Rare) Two Large Lockers!! On The Same Floor Of The Unit (67th), 24 Hrs Concierge, Great Facilities, Etc. Close To Mall,Supermarket, Subway, Park...Convenient Downtown Location. See Floor Plan Attached Above. S/S Fridge, Stove, B/I Dishwasher, Microwave, Wine Fridge, Washer, Dryer, Elfs, Window Coverings.""",https://www.realmaster.com/en/toronto-on/388-yonge-st/6701-bay-street-corridor-TRBC4992758?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"6701 388 Yonge St, Toronto, Ontario, M5B 0A4"
32,2251 Kipling Ave | Other For Sale,W5085857,for sale,Residential Other,,20210115,,,"1,820,000",,,,,,,,,"* Etobicoke Apartment Building * Well Maintained 6 Plex, With Variety Mix Of Units Consisting Of 2 X 3Bdrm, 3 X 2Bdrm &amp; 1 Bachelor Apt * Separate Hydro Meters For 5 Units, Comes With 3 Car Garages &amp; Additional On Site Parking * High Demand Rental Area * Steps To Public Transit, Schools, Shopping, Places Of Worship And More * Easy To Manage And Would Be A Welcome Investment Property For Anyone * Fully Tenanted Property. Coin Operated Washer &amp; Dryer (Owned). Renovation Completed In Several Units. 6 Fridges, 6 Stoves.""",https://www.realmaster.com/en/toronto-on/2251-kipling-ave/rexdale-kipling-TRBW5085857?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"2251 Kipling Ave, Toronto, Ontario, M9W4L5"
33,66 Beatrice St | Other For Sale,C5098534,for sale,Residential Other,,20210130,,,"2,175,000",,,,3424,,,,1500,"Spectacular Detached In The Heart Of Trinity Bellwoods-Prime. Easily Converts To Single Family Or Potentially 4 Units (On Approval). Steps To College St, Shops, Cafes &amp; Restaurants. 24 Hr Ttc. For Quick Access To The Downtown Core. Ideal Investment With $61,200 Income (Est). Virtual Tour Online. Floor Plans/Home Insp/Laneway Housing Report Available. Total 3424 Sq Ft Incl Bsmnt. 3 Refrigerators, 3 Stoves W/Ovens All In One, One Washer. Carson Dunlop Full Inspection &amp; Survey Available. Lane Access To A Large Two Car Garage Please Note: Due To Covid, Showings Are Limited, Some Units May Not Be Available For Showings""",https://www.realmaster.com/en/toronto-on/66-beatrice-st/trinity-bellwoods-TRBC5098534?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"66 Beatrice St, Toronto, Ontario, M6J2T3"
34,82 Forest Grove Dr | House For Sale,C5065485,for sale,Residential House,,20201215,,,"3,900,000",3,3,2,,N,,,,"**One Of A Kind:Live In The Elegance Of Nature In Upper Class Living**Spectacular R-A-V-I-N-E Lot On 80(95Ft Bck)X515.74Ft W/Large Table Land**Breathtaking R-A-V-I-N-E W/Table Land-Located In A Cul-De-Sac In The Heart Of Remarkable Bayview Village**Rebuild Or Renovate For Your Dream Home-One Of The Quietest And Family-Child Friendly Street-Bright/Spacious/Generous All Rooms-Endless Potential-Close To B.V.Mall Boutique Shopping,School-One Of A Kind Land To Own *All Existing Appliance,Pot Lits,Hardwood Flr Thru,Fireplace--Close To To Bayview Village Mall, Bessarion Subway Station And Hwy 401/404-Top-Ranked School:Earl Haig Ss/Bayview Middle School-Pie-Shapd 95' Back/515' Deep Land Bckng To Ravine!""",https://www.realmaster.com/en/toronto-on/82-forest-grove-dr/bayview-village-TRBC5065485?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"82 Forest Grove Dr, Toronto, Ontario, M2K1Z7"
35,47 Tineta Cres | House For Sale,E5098699,for sale,Residential House,,20210130,,,"699,000",3,3,1,,S,,,,"Bright Open Concept 3 Bedroom W/ Finished Walkout Basement W/ Separate Entrance, That Can Easily Be Converted Into An Basement Apartment. Rarely 200 Feet Deep Lot With Private Yard &amp; 14.5' X 8' Deck. A Quiet Neighborhood Area Conveniently Located Near Schools, Scarborough Town Centre Mall, Public Transit And Hwy 401. Must See! Appliances:  Fridge,  Stove, Range Hood, Washer &amp; Dryer, Elfs. Garage Door Opener, Hwt (Rental)""",https://www.realmaster.com/en/toronto-on/47-tineta-cres/agincourt-south-malvern-west-TRBE5098699?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"47 Tineta Cres, Toronto, Ontario, M1S2Y5"
36,20 Edward Street 21 | Condo Apt For Sale,,for sale,Residential Condo Apt,,20210119,,,"680,000",1,1,1,500-699,N,,,,"超值楼花转让，大开发商Lifetime Developments在市中心多大东南角地址20 Edward st开发Panda condo，步行1分钟到伊顿购物中心，地铁和PATH入口，3分钟到Ryerson大学，6分钟到市政厅，9分钟到多大。单元位于中层朝北室内面积539平尺+阳台96平尺的一室一学习室一厅一卫。北侧无遮挡看城市景色，户型方正无缺角，整面墙落地窗超大阳台。周围现房单价1300，这套仅叫价68万，抛去楼层，单价仅1200多，还等什么？快！快！""",https://www.realmaster.com/en/toronto-on/20-edward-street/21-RM1-36969?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"21 20 Edward Street, Toronto, Ontario, M5G 1C9"
37,67 Pembroke St | House For Sale,C5071563,for sale,Residential House,,20201228,,,"3,388,000",6,4,1,,E,,,,"**Spectacular-Captivating Victorian Mansion On 40X120Ft Land In Moss Park Of C-D/Tn--Rapidly Revitalizing Location:Endless Potential*Private Drvwy/Multi-Parking Available**Meticulously Maintained-Lovely Cared By Owner(Just Move-In Con)-Formal Principal Rms*Classic/Grand Strcse+Service Strcse*Spacious 6+1Bedrms-4Washrms-2Kitchen*Soaring Over 10Ft Ceiling(Main)-Stained Glass,Vitorian Wdtrim-Mouldings &amp; More-Potential Commercial Use*Sep Entrance To Bsmt *Upd'd S/S Fridge,Upd'd B/I Stove,Upd'd S/S B/I Dishwasher,Washer/Dryer,Upd'd Kit Cabinet/Countertop,S-S Appl,Centre Island,Upd'd Washrms,Gas Fireplace(Rec:Bsmt),Multi-Old Charm F/Pcs,Maintenance Free Slate Roof,Upg'd Elec Panel,Fenced Yd""",https://www.realmaster.com/en/toronto-on/67-pembroke-st/moss-park-TRBC5071563?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"67 Pembroke St, Toronto, Ontario, M5A2N9"
38,105 Hickorynut Dr | House For Sale,C5096492,for sale,Residential House,,20210128,,,"888,000",3,2,0,,E,,,,"Located In The Heart Of Pleasant View, Sitting On A Quiet Street, Mins To Highway 404, 401, Cherokee Public School, Our Lady Of Mount Carmel, St. Gerald Catholic School, Seneca, Fairview Mall, Shawnee Park,  Don Mills Subway, Ttc, Stores, Shopping Malls, All You Can List. Spacious And Fully Functional Layout. Living Room With Large Window And Look Out To The Front Yard. Walk Out To Patio, Walk-Out Basement W Separate Entrance, Decent Potential Rental Income! Appliances, Elfs, Window Coverings. Freezer In Basement Storage.""",https://www.realmaster.com/en/toronto-on/105-hickorynut-dr/pleasant-view-TRBC5096492?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"105 Hickorynut Dr, Toronto, Ontario, M2J4W6"
39,5 Northtown Way | Condo Apt For Sale,,for sale,Residential Condo Apt,3,20210116,,,"679,900",2,2,0,800-899,W,,,598,"Great Investment Property!!!! Luxury Tridel Condo with Functional Lay Out: 2 Bedrooms, 2 Bathrooms, *2 PARKING side by side &amp;1 locker*   Address: #305 - 5 Northtown Way, North York. Direct Access To 24 Hrs Metro, Retail Stores, Tons of Restaurants, Café and restaurants on Street Level, Short walking distance To Finch Subway, Viva, Go Bus, Parks, Community Centre.  Great Recreational Facilities: Tennis Courts, Virtual Golf, Ping Pong, Billiard, Game Room, Gym, Indoor Poor, Library, Party Room, Guest Room, Rooftop Garden, Sauna, Jogging Track and BBQ Area. LOW Maintenance Includes ALL Utilities: Heat, Hydro, CAC, Water. Lots of Visitor Parking.  Property is vacant, welcome to book showings anytime.  Please contact Anzi 647 505 5591 for more info. Thank you for your interest.  ***投资物业的首选*** - 豪华Tridel公寓：2卧室，2浴室，2个并排停车位!!!! 和1个储物室。公寓直通24小时营业超市，零售店，众多餐厅，街边咖啡馆，短途步行路程到地铁站， 巴士站，公园，社区中心。公寓设有 大型娱乐设施：网球场，虚拟高尔夫，乒乓球，台球，游戏室，健身房，室内游泳池，图书馆，宴会厅，宾客室，屋顶花园，桑拿浴室，慢跑跑道和烧烤区。 低管理费(管理费包括冷暖气和水电!!!!!!) 大量访客停车场。 单位空置， 欢迎随时看房。""",https://www.realmaster.com/en/toronto-on/5-northtown-way/RM1-36880?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"5 Northtown Way, Toronto, Ontario, M2N7A1"
40,377 Madison Ave 325 | Apartment For Sale,C5098991,for sale,Residential Apartment,3,20210130,,,"458,000",0,1,0,0-499,W,None,None,245,"Modern Boutique Condominium Residence In A Quiet Neighborhood. Short Walk To Dupont Subway Station. George Brown College &amp; Casa Loma. Very Functional Layout With All Laminate Floor. Superb Amenities. Taxes And Maintenance Fee Are Subject To The Buyer's Verification. Luxury Fridge, Stove, Microwave, Dishwasher, Washer &amp; Dryer. All Electrical Light Fixtures &amp; Window Coverings.""",https://www.realmaster.com/en/toronto-on/377-madison-ave/325-casa-loma-TRBC5098991?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"325 377 Madison Ave, Toronto, Ontario, M4V3E1"
41,55 Ann O'reilly Rd 731 | Apartment For Sale,C5098972,for sale,Residential Apartment,7,20210130,,,"658,000",2,2,0,700-799,N,OwnedC-56,Owned,469,"Luxury At Its Finest Element Parkside By Tridell Corner Unit 2 Bed, 2 Washroom, Open Concept. Guest Closet, Very Clean And Bright Unit, Very Convenient Location. Upgraded Appliances, Washrooms. 24 Hrs Concierge, State Of Art Fitness, Yoga Studio, Exercise Pool Fridge, Stove, Dishwasher, Washer Dryer""",https://www.realmaster.com/en/toronto-on/55-ann-oreilly-rd/731-henry-farm-TRBC5098972?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"731 55 Ann O'reilly Rd, Toronto, Ontario, M2J0C9"
42,19 Grand Trunk Cres | Apartment For Sale,C5098970,for sale,Residential Apartment,A,20210130,,,"39,900",0,0,0,0-499,W,Owned1,None,30,"P1 Level Parking Spot Available For Purchase By Residents &amp; Non Residents Of  The Building.  Maintenance Fees And Taxes Will Be Verified. Buyer Is Responsible For Paying Hst On Top Of The Purchase Price. """,https://www.realmaster.com/en/toronto-on/19-grand-trunk-cres/waterfront-communities-c1-TRBC5098970?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"19 Grand Trunk Cres, Toronto, Ontario, M5J3A3"
43,8 The Esplanade 305 | Apartment For Sale,C5098960,for sale,Residential Apartment,3,20210130,,,"649,900",1,1,1,600-699,W,None,Owned,498.65,"Stunning 1 Bed + Den, 1 Bath Condo At The L Tower Located In The Heart Of The Financial District. Spacious Unit With Many Custom Upgrades And Fixtures. 10 Ft Smooth Ceilings, Upgraded Engineered Hrdwd Flrs Throughout. Custom Island, Kitchen With Marble Counter Top &amp; High-End Miele Appliances. W/I Closet In Master Bdrm As Well As Custom Shelving In All Closets W/Plenty Of Storage. Includes Locker. Furniture Available For Purchase. Steps To Financial District, Path, Ttc, Go-Transit, Union Station &amp; Union Pearson Express To Airport, St Lawrence Market &amp; Eaton Centre. Miele S/S Fridge, Cooktop, B/I Oven, Microwave, Hoodfan, B/I D/S. Stacked Washer Dryer.""",https://www.realmaster.com/en/toronto-on/8-the-esplanade/305-waterfront-communities-c8-TRBC5098960?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"305 8 The Esplanade, Toronto, Ontario, M5E0A6"
44,1 Market St 2905 | Apartment For Sale,C5098956,for sale,Residential Apartment,29,20210130,,,"975,000",2,2,0,800-899,E,Owned,None,557.56,"Split 2 Bedroom, 2 Baths, With Great East View, At The Renowned Market Wharf. Convenient Location, Minutes From The Financial District In The Heart Of The St. Lawrence Market, Shopping, Restaurants, Cafes Are All Minutes Away In The Great Neighborhood Walk To Everything Easy Access To Highways &amp; Ttc. Spacious Closets, Floor To Ceiling Windows, Balcony Bbq With Gas Line, One Parking Included Ridge Stove Dishwasher Washer Dryer, One Parking""",https://www.realmaster.com/en/toronto-on/1-market-st/2905-waterfront-communities-c8-TRBC5098956?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"2905 1 Market St, Toronto, Ontario, M5E0A2"
45,55 Ann O'reilly Rd 2506 | Apartment For Sale,C5098856,for sale,Residential Apartment,25,20210130,,,"550,000",1,1,1,600-699,S,Owned***,None,320,"*Covid 19 Pandemic: View Virtual Tour B4 Practical Viewing *Tridel Newer (Built In 2016) 1 Bedroom + Den Condo *601 Square Fee (Mpac) *Unobstructed South View *Laminated Floor Through Out, Granite Counter-Top &amp; Stainless Steel Appliances *Excellent Layout *24 Hours Concierge *$$$ Building Facilities With Visitor Parking Underground *Minutes To Hwy 404, Dvp &amp; 401, Close To Sheppard Subway, Fairview Mall, North York General Hospital &amp; All Other Amenities *Covid 19 Pandemic: View Virtual Tour B4 Practical Viewing *Fridge, Stove, Dishwasher, Washer &amp; Dryer, All Elf's &amp; Window Blinds *1 Parking Included ***Must Shoes Off *** ***Parking Spot # P5-40""",https://www.realmaster.com/en/toronto-on/55-ann-oreilly-rd/2506-henry-farm-TRBC5098856?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"2506 55 Ann O'reilly Rd, Toronto, Ontario, M2J0E1"
46,1338 York Mills Rd 1705 | Apartment For Sale,C5098460,for sale,Residential Apartment,17,20210130,,,"529,000",3,2,0,1000-1199,NE,Owned,Ensuite,878,"Welcome To York Mills Heights, Unobstructed 17th Flr. Views From  This 3 Bed, 2 Bath Bright And Spacious Unit That Features Floor To Ceiling Windows, Large Principal Rms, An Open Concept Sunken Living Space, Dining Area  With Access To Kitchen And Eat-In. Entire Condo Freshly Painted In A Neutral Colour Pallet. Master W/ W/I &amp; 2Pc Ensuite. Laundry And Storage Ensuite. U/G Parking. Convenient Location Close To All Amenities. 401, Ttc, Parks, Shop. Existing Fridge, Stove, Microwave, Elf,S, Laundry Washer &amp; Dryer.""",https://www.realmaster.com/en/toronto-on/1338-york-mills-rd/1705-parkwoods-donalda-TRBC5098460?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"1705 1338 York Mills Rd, Toronto, Ontario, M3A3M3"
47,16 Bonnycastle St 2211 | Apartment For Sale,C5096885,for sale,Residential Apartment,22,20210128,,,"669,000",1,1,0,600-699,SW,None,None,472.52,"Rarely Offered Unobstructed Panoramic South/ West Lake View &amp; City Skyline!! Spacious 644Sq 1 Bed Unit, Side Onto Park, Large Kitchen Island With Breakfast Bar, High End Finishes, 9' High Smooth Ceil, Floor To Ceiling Windows &amp; Sleek Custom Finishes. W/O To Balcony O/Look Lake/Park/Downtown, 24/7 Concierge With Great Amenities. Easy Access To Ttc, Union St, Gardiner, Expressway. Steps To Waterfront, Sugar Beach, George Brown College, Loblaw, Lcbo, Dvp. Etc. Modern Kitchens With Quartz Counter, Custom Cabinetry, Integrated Appliances - Fridge,Stove, Hood Range, Microwave,Dishwasher,Washer/Dryer, Under Cabinet Lighting, Wood Floors.""",https://www.realmaster.com/en/toronto-on/16-bonnycastle-st/2211-waterfront-communities-c8-TRBC5096885?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"2211 16 Bonnycastle St, Toronto, Ontario, M5A4M6"
48,1 The Esplanade Dr 1108 | Apartment For Sale,C5093892,for sale,Residential Apartment,11,20210125,,,"980,000",2,2,0,800-899,SE,OwnedR23,None,770.41,"Gorgeous Rare Unit, Floor To Celling Windows, Spacious, Corner Two Bedroom Suite With Southeast View Over The Lake With Natural Lights. Great Layout With Two Split Bedroom, Master Bedroom Has Two Closets. At The Heart Of Down Town Core/Financial District, Five Min To Union Station. Scotia Bank Arena, Hall Of Fame, St Lawrence Market, Distillery District, Water Front Parks, Sugar Beach And Metro, Stainless Steel Appliance, Granite Counter Top, Fridge, Stove, Dishwasher, Hood Fan. Washer And Dryer. 1 Parking.""",https://www.realmaster.com/en/toronto-on/1-the-esplanade-dr/1108-waterfront-communities-c1-TRBC5093892?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"1108 1 The Esplanade Dr, Toronto, Ontario, M5E 0A8"
49,65 East Liberty St 701 | Apartment For Sale,C5092896,for sale,Residential Apartment,7,20210124,,,"739,900",2,2,1,900-999,E,Owned102,Owned,565,"Spacious Two Bedroom Plus Den With Large Balcony (Can Be Used As A 3 Bedroom). Open Concept Kitchen With Stainless Steel Appliances. Laminate Flooring In Living, Dining, Bedrooms, And Den, Granite Countertops In Kitchen, Marble Bathroom Counters. Located In Liberty Village: You Are Right In The Midst Of A Vibrant Urban Community! Grocery Store, Cafes, Ttc, Shops &amp; Restaurants Are All At Your Doorstep. Stainless Steel Fridge/Stove, B/I Dishwasher, Range Hood, Granite Counter Tops, Stacked Washer &amp; Dryer, Electric Light Fixtures. Amenities Include: Pool, Gym, Rooftop Terrace, Visitor Parking, Party Room, Concierge,Etc""",https://www.realmaster.com/en/toronto-on/65-east-liberty-st/701-niagara-TRBC5092896?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=4,"701 65 East Liberty St, Toronto, Ontario, M6K3R2"
